Name,District,No,Party,KeywordList
विष्‍णु राना,सुनसरी,4,श्रम संस्कृति पार्टी,"""विष्‍णु राना"" सुनसरी 4|""विष्‍णु राना"""
भेषराज बजगाई,सुनसरी,4,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""भेषराज बजगाई"" सुनसरी 4|""भेषराज बजगाई"""
समिद खान,सुनसरी,4,राष्ट्र निर्माण दल नेपाल,"""समिद खान"" सुनसरी 4|""समिद खान"""
तवरेज आलम अंसारी,सुनसरी,4,आम जनता पार्टी(एकल चुनाव चिन्ह),"""तवरेज आलम अंसारी"" सुनसरी 4|""तवरेज आलम अंसारी"""
अंकीत  कार्की ,सुनसरी,4,स्वतन्त्र,"""अंकीत  कार्की "" सुनसरी 4|""अंकीत  कार्की """
उपेन्द्र कुमार साह,सुनसरी,4,स्वतन्त्र,"""उपेन्द्र कुमार साह"" सुनसरी 4|""उपेन्द्र कुमार साह"""
कुन्दन कौसिक,सुनसरी,4,स्वतन्त्र,"""कुन्दन कौसिक"" सुनसरी 4|""कुन्दन कौसिक"""
जलाल मिया,सुनसरी,4,स्वतन्त्र,"""जलाल मिया"" सुनसरी 4|""जलाल मिया"""
तेज नारायण गोईत ,सुनसरी,4,स्वतन्त्र,"""तेज नारायण गोईत "" सुनसरी 4|""तेज नारायण गोईत """
देव नारायण महतो,सुनसरी,4,स्वतन्त्र,"""देव नारायण महतो"" सुनसरी 4|""देव नारायण महतो"""
पार्वती मुखिया,सुनसरी,4,स्वतन्त्र,"""पार्वती मुखिया"" सुनसरी 4|""पार्वती मुखिया"""
फुल कुमारी खान,सुनसरी,4,स्वतन्त्र,"""फुल कुमारी खान"" सुनसरी 4|""फुल कुमारी खान"""
बुधेश्‍वर यादव,सुनसरी,4,स्वतन्त्र,"""बुधेश्‍वर यादव"" सुनसरी 4|""बुधेश्‍वर यादव"""
महेन्द्र सुनचाैरी,सुनसरी,4,स्वतन्त्र,"""महेन्द्र सुनचाैरी"" सुनसरी 4|""महेन्द्र सुनचाैरी"""
मो गुलाब अंसारी,सुनसरी,4,स्वतन्त्र,"""मो गुलाब अंसारी"" सुनसरी 4|""मो गुलाब अंसारी"""
मो. तजमुल मियाँ,सुनसरी,4,स्वतन्त्र,"""मो. तजमुल मियाँ"" सुनसरी 4|""मो. तजमुल मियाँ"""
यमुना के.सी.,सुनसरी,4,स्वतन्त्र,"""यमुना के.सी."" सुनसरी 4|""यमुना के.सी."""
रोजन विश्‍वकर्मा,सुनसरी,4,स्वतन्त्र,"""रोजन विश्‍वकर्मा"" सुनसरी 4|""रोजन विश्‍वकर्मा"""
शर्मानन्‍द खतिवडा,सुनसरी,4,स्वतन्त्र,"""शर्मानन्‍द खतिवडा"" सुनसरी 4|""शर्मानन्‍द खतिवडा"""
हरि पराजुली,सुनसरी,4,स्वतन्त्र,"""हरि पराजुली"" सुनसरी 4|""हरि पराजुली"""
कल्पना राई,सोलुखुम्बु,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""Klpna Rai"" सोलुखुम्बु 1|""कल्पना राई"" सोलुखुम्बु 1|""Klpna Rai""|""कल्पना राई"""
प्रकाश सिंह कार्की,सोलुखुम्बु,1,नेपाली काँग्रेस,"""Prkash Sinh Karki"" सोलुखुम्बु 1|""प्रकाश सिंह कार्की"" सोलुखुम्बु 1|""Prkash Sinh Karki""|""प्रकाश सिंह कार्की"""
अशिम राई,सोलुखुम्बु,1,नेपाली कम्युनिष्ट पार्टी,"""अशिम राई"" सोलुखुम्बु 1|""अशिम राई"""
ऋषि धन थुलुङराई,सोलुखुम्बु,1,राष्ट्रिय स्वतन्त्र पार्टी,"""Shi Dhn Thulungrai"" सोलुखुम्बु 1|""ऋषि धन थुलुङराई"" सोलुखुम्बु 1|""Shi Dhn Thulungrai""|""ऋषि धन थुलुङराई"""
राजेन्द्र वस्नेत,सोलुखुम्बु,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""Rajendr Vsnet"" सोलुखुम्बु 1|""राजेन्द्र वस्नेत"" सोलुखुम्बु 1|""Rajendr Vsnet""|""राजेन्द्र वस्नेत"""
लाक्पा शेर्पा,सोलुखुम्बु,1,"जनता समाजवादी पार्टी, नेपाल","""Lakpa Sherpa"" सोलुखुम्बु 1|""लाक्पा शेर्पा"" सोलुखुम्बु 1|""Lakpa Sherpa""|""लाक्पा शेर्पा"""
कमल बहादुर मगर,सोलुखुम्बु,1,नेपाल मजदुर किसान पार्टी,"""कमल बहादुर मगर"" सोलुखुम्बु 1|""कमल बहादुर मगर"""
